Id,Label,timeset,0,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,clustering,triangles,pageranks
3GTKxZykRVH1eqAPnEepWTJMNdAXexeMCH,3GTKxZykRVH1eqAPnEepWTJMNdAXexeMCH,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1KpEF2aj2MXFnbPVyuHGwB5EjUhwoafJjF,1KpEF2aj2MXFnbPVyuHGwB5EjUhwoafJjF,,Bitcoin Wallet,5,0.271866,0.278495,0,4,0,0,0.000263
17ZmbotCuX724uZSaG8pjuDNRej1VHhzeM,17ZmbotCuX724uZSaG8pjuDNRej1VHhzeM,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
1GU8MSaK88z5w5opFsAFcNcPKfqSEsx8gM,1GU8MSaK88z5w5opFsAFcNcPKfqSEsx8gM,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
18XbuKaGmZ2nUvHCyi4VnLzcqW7WZSaxPt,18XbuKaGmZ2nUvHCyi4VnLzcqW7WZSaxPt,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
1336jJbZrnk4xAQqm8PmfczZa1nqem5MCF,1336jJbZrnk4xAQqm8PmfczZa1nqem5MCF,,Bitcoin Wallet,4,0.368646,0.381471,0,11,0,0,0.000238
12tWzrcLGLbp4RqUEFBcHYpqCwGgq2KKbf,12tWzrcLGLbp4RqUEFBcHYpqCwGgq2KKbf,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
1JNu8qwuXyPhqaQtJAhFAWEDbLuNzCxZWM,1JNu8qwuXyPhqaQtJAhFAWEDbLuNzCxZWM,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1GE2L3EDQJWtuDSJHcu1pTwg8N21pQDzrj,1GE2L3EDQJWtuDSJHcu1pTwg8N21pQDzrj,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1Ky4PjpkyGaA81gnjW5GsnL2XqtViDwdmZ,1Ky4PjpkyGaA81gnjW5GsnL2XqtViDwdmZ,,Bitcoin Wallet,5,0.273594,0.281398,0,1,0,0,0.000262
3Pgp2z855tER2EdRscXWBVjsmGpyp5Lm3w,3Pgp2z855tER2EdRscXWBVjsmGpyp5Lm3w,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
1JHSQ5BpVyoxwrU7jjbwttRkU9ULkWztxN,1JHSQ5BpVyoxwrU7jjbwttRkU9ULkWztxN,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
1Gakzkf2o5i34HnF2fL9BEkUJot6sZgrWn,1Gakzkf2o5i34HnF2fL9BEkUJot6sZgrWn,,Bitcoin Wallet,5,0.271866,0.278495,0,4,0,0,0.000263
1ECdTR1DxzETtz6hohDBb6PW3VDGLQi4jf,1ECdTR1DxzETtz6hohDBb6PW3VDGLQi4jf,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
1Lwvasfyiz3RiZ5yFrMJ5bXdBsh3UFfR2P,1Lwvasfyiz3RiZ5yFrMJ5bXdBsh3UFfR2P,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
1LkV8GnHnKRhMSgqnkPcv5CKZRru8obcZn,1LkV8GnHnKRhMSgqnkPcv5CKZRru8obcZn,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
14eMeELxhpSrtDXqEimD3zAzEBGpyXMtHJ,14eMeELxhpSrtDXqEimD3zAzEBGpyXMtHJ,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
1B4SYGzTENEJTUpqFaUzgq4ibZhSk6G9Js,1B4SYGzTENEJTUpqFaUzgq4ibZhSk6G9Js,,Bitcoin Wallet,4,0.368844,0.382035,2066,11,0.333333,1,0.000626
1PeHXp7SmDHfPJTYqAbmp491VcjxtW1yYJ,1PeHXp7SmDHfPJTYqAbmp491VcjxtW1yYJ,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
1NsvXMoxFXFDK9JbCfvNmv18cvGzYXikCP,1NsvXMoxFXFDK9JbCfvNmv18cvGzYXikCP,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1BKRQZ5bggH2MZt93sVW3TDYoJBx9RMrMp,1BKRQZ5bggH2MZt93sVW3TDYoJBx9RMrMp,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
388SAZTF35Xveuf59BqTWYeEwCFZB8N2bB,388SAZTF35Xveuf59BqTWYeEwCFZB8N2bB,,Bitcoin Wallet,5,0.271866,0.278495,0,4,0,0,0.000263
14QLE7nirMYQjnskJUfYyoZPNxaVaye3qV,14QLE7nirMYQjnskJUfYyoZPNxaVaye3qV,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
1Li3r7ymSfSP33ZHMFM9eUmSYH2aUeVYHJ,1Li3r7ymSfSP33ZHMFM9eUmSYH2aUeVYHJ,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1GpAeqZatevnQN3t54s9HZ4kyzTUj5tYJL,1GpAeqZatevnQN3t54s9HZ4kyzTUj5tYJL,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1BR3dQJnfURK2x18RV3fnu6rRd4ghQGTme,1BR3dQJnfURK2x18RV3fnu6rRd4ghQGTme,,Bitcoin Wallet,5,0.27009,0.275472,0,15,0,0,0.000265
17hdi7uYxYAQMqMxUKLzEM2aVow7QWqg4z,17hdi7uYxYAQMqMxUKLzEM2aVow7QWqg4z,,Bitcoin Wallet,4,0.368646,0.381471,0,11,0,0,0.000238
1BpTJNWVDatYUF9gASXrbJJ9e4hpUFiEcT,1BpTJNWVDatYUF9gASXrbJJ9e4hpUFiEcT,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1EkS5moTFKqDrpxSPSZLxMbUfmdvXofJMG,1EkS5moTFKqDrpxSPSZLxMbUfmdvXofJMG,,Bitcoin Wallet,4,0.368778,0.381793,0,11,1,1,0.000415
rbazx7j6fjtnyv5i.onion,rbazx7j6fjtnyv5i.onion,,Hidden Service,5,0.273739,0.281785,0,21,1,1,0.000274
17Y4gps8bXzgJXBumx3kGkqK3eYafvhkMi,17Y4gps8bXzgJXBumx3kGkqK3eYafvhkMi,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
17nDXmjtzdVt8y6B358Gemmrgw7ZppvgZk,17nDXmjtzdVt8y6B358Gemmrgw7ZppvgZk,,Bitcoin Wallet,5,0.27002,0.275351,0,16,0,0,0.000265
1NZFHy9AD14xi65PfkRmXBk5uuaRzEkyzk,1NZFHy9AD14xi65PfkRmXBk5uuaRzEkyzk,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
16e2RxGkR3X3ZKFh9U9Y4ccPyZpYkTs4E7,16e2RxGkR3X3ZKFh9U9Y4ccPyZpYkTs4E7,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
1N6vcSBEiTym77Xf9UgE2v5oz6CrtdQ9cu,1N6vcSBEiTym77Xf9UgE2v5oz6CrtdQ9cu,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1MKv9Ef2LMw7C8pV6E4Ts7CH3mKeR7i99h,1MKv9Ef2LMw7C8pV6E4Ts7CH3mKeR7i99h,,Bitcoin Wallet,4,0.368712,0.381713,0,11,1,1,0.000413
1JavxFu9RNwxwL9DmoJJnyjmSTEq6riR5y,1JavxFu9RNwxwL9DmoJJnyjmSTEq6riR5y,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
1B9SpwnZUoAP8zdDc8oN8CLGi5Kn1szP6r,1B9SpwnZUoAP8zdDc8oN8CLGi5Kn1szP6r,,Bitcoin Wallet,4,0.368712,0.381713,0,11,1,1,0.000413
1MC1CRCJv9KyMG9EwRB6EBDjxDraoDxSXV,1MC1CRCJv9KyMG9EwRB6EBDjxDraoDxSXV,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
1JMEM4fuQBT2uPF6KCTJc8mFCPdPSR4yH1,1JMEM4fuQBT2uPF6KCTJc8mFCPdPSR4yH1,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
17N6HdCyhvpo6P968WgvjTRxbEjcnNfDhX,17N6HdCyhvpo6P968WgvjTRxbEjcnNfDhX,,Bitcoin Wallet,5,0.271795,0.278374,0,40,0,0,0.000263
1BmqAJVyqvVJyxkDvZvppigGVL5kKr2sZU,1BmqAJVyqvVJyxkDvZvppigGVL5kKr2sZU,,Bitcoin Wallet,5,0.271866,0.278495,0,4,0,0,0.000263
18Um4GjqtmdszNei1SyAPSHQ9shx7DeDGV,18Um4GjqtmdszNei1SyAPSHQ9shx7DeDGV,,Bitcoin Wallet,4,0.368646,0.381471,0,11,0,0,0.000238
1Ca6GqverzA2Jxw4rdFzSuDpAQBKkRJ7CP,1Ca6GqverzA2Jxw4rdFzSuDpAQBKkRJ7CP,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1AtrQUq9fnrtHYzhNBSPTuRkm7zuTWSpus,1AtrQUq9fnrtHYzhNBSPTuRkm7zuTWSpus,,Bitcoin Wallet,4,0.368646,0.381471,0,11,0,0,0.000238
1Mf66ZnyPbJDD492Ny9J5FHrjxEVsy2CCx,1Mf66ZnyPbJDD492Ny9J5FHrjxEVsy2CCx,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1FZrdKboHKKfRdY9ZHLW2USCVQ9Ngt5737,1FZrdKboHKKfRdY9ZHLW2USCVQ9Ngt5737,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
18Np4G2D2Ad68ZndnTY3Pi3HzybwJ2fL6f,18Np4G2D2Ad68ZndnTY3Pi3HzybwJ2fL6f,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
13UuBgju2wda9dbBcbn5QYSQYpKNgAkUUN,13UuBgju2wda9dbBcbn5QYSQYpKNgAkUUN,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
17A16QmavnUfCW11DAApiJxp7ARnxN5pGX,17A16QmavnUfCW11DAApiJxp7ARnxN5pGX,,Bitcoin Wallet,4,0.388023,0.426625,278533,0,0,0,0.03022
1KRePUyoZLEz8iDmYoP4ttKtxQWs3ruoSt,1KRePUyoZLEz8iDmYoP4ttKtxQWs3ruoSt,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1764REsanhg3x9AkHP74LLHGHMDdxgWEFr,1764REsanhg3x9AkHP74LLHGHMDdxgWEFr,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
18ppS5dC5UeMkW8MmHNtKWLJ1ixCQ7BQzS,18ppS5dC5UeMkW8MmHNtKWLJ1ixCQ7BQzS,,Bitcoin Wallet,5,0.271723,0.278254,0,17,0,0,0.000263
1Aw1ddRAaF1e4Av9KRqvWLXHdCNeY76rHm,1Aw1ddRAaF1e4Av9KRqvWLXHdCNeY76rHm,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
12RStZnMKzkpt9He9ygymyV3mSP3JXuF9L,12RStZnMKzkpt9He9ygymyV3mSP3JXuF9L,,Bitcoin Wallet,5,0.270585,0.276318,0,78,0,0,0.000264
13kXmrCgeWyKjBBvJfGgMhPvmG5h5WArU2,13kXmrCgeWyKjBBvJfGgMhPvmG5h5WArU2,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1Br4SvTBGYYotaoN8f6aV6xsrjwdyAzTkg,1Br4SvTBGYYotaoN8f6aV6xsrjwdyAzTkg,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
1FfA1eqrXEzHxTdbPKYTKJW7E41GkgZsQA,1FfA1eqrXEzHxTdbPKYTKJW7E41GkgZsQA,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
1BKegGDag99JVebdUpvQKii8k61VY7Q5ih,1BKegGDag99JVebdUpvQKii8k61VY7Q5ih,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
15wzwXW3C5VATiqDYgERvrsHt3rpM8n5D5,15wzwXW3C5VATiqDYgERvrsHt3rpM8n5D5,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
1PTotna4CTXzaobkf8KgzTiu2szXPo9Bdz,1PTotna4CTXzaobkf8KgzTiu2szXPo9Bdz,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
163PbLFN5LoUTmH2iBb96eA5WdH4yT5TBd,163PbLFN5LoUTmH2iBb96eA5WdH4yT5TBd,,Bitcoin Wallet,4,0.368646,0.381471,0,11,0,0,0.000238
13Gpx37mGnZKtv8tY6UVHiSnzJfgaJcRv3,13Gpx37mGnZKtv8tY6UVHiSnzJfgaJcRv3,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
17wL9f8RhQjxZKJsnH19YCdha3X2EwMw3p,17wL9f8RhQjxZKJsnH19YCdha3X2EwMw3p,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
3BTBG5eutd6JPTYhJqkPWjobN6zVKgm9mb,3BTBG5eutd6JPTYhJqkPWjobN6zVKgm9mb,,Bitcoin Wallet,5,0.271224,0.277407,0,7,0,0,0.000263
12xJibxt9scT6pfMXukry663w67Bt5vMCw,12xJibxt9scT6pfMXukry663w67Bt5vMCw,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1G2ojUjFcCb8dtU2NbSygY2fJAUyXzLqRZ,1G2ojUjFcCb8dtU2NbSygY2fJAUyXzLqRZ,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
18MuRe1B5bZxoEDnn53WXGHgBMuZkRwanS,18MuRe1B5bZxoEDnn53WXGHgBMuZkRwanS,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
2222222krdmx5dlv.onion,2222222krdmx5dlv.onion,,Hidden Service,5,0.273739,0.281785,0,21,1,1,0.000274
1HJ6u3NcTJknhMR1adiKkUiqkJfxxUj2U6,1HJ6u3NcTJknhMR1adiKkUiqkJfxxUj2U6,,Bitcoin Wallet,5,0.271295,0.277528,0,14,0,0,0.000259
1JdkeyBta7jXvWQLiimQZLWG6HMmabFL3G,1JdkeyBta7jXvWQLiimQZLWG6HMmabFL3G,,Bitcoin Wallet,5,0.278459,0.289381,0,8,0,0,0.00026
3Nbm3nnm22vo57E9DmYAtbiw9hz9rFjewU,3Nbm3nnm22vo57E9DmYAtbiw9hz9rFjewU,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
39rMQUjdjHKkxpcKL466MXqCd95VpsrvU8,39rMQUjdjHKkxpcKL466MXqCd95VpsrvU8,,Bitcoin Wallet,4,0.368844,0.382035,2066,11,0.333333,1,0.000626
btccozsovytqnyur.onion,btccozsovytqnyur.onion,,Hidden Service,5,0.273739,0.281785,0,21,1,1,0.000274
164yNocABrtiFMvtepaaBNm895uCCNw7GK,164yNocABrtiFMvtepaaBNm895uCCNw7GK,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
15bHiihEXfuiaeMk1buZNYkm6TGnr7NNXy,15bHiihEXfuiaeMk1buZNYkm6TGnr7NNXy,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1JTeYcsx37XTq5NRgjepAHDqaLHTZUL88a,1JTeYcsx37XTq5NRgjepAHDqaLHTZUL88a,,Bitcoin Wallet,4,0.368646,0.381471,0,11,0,0,0.000238
1PkLckaySQ3iVxR85CU9Yno174ree5pBtk,1PkLckaySQ3iVxR85CU9Yno174ree5pBtk,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1KmeAvrytHMQTmLe6BeSFekLPVp7gqQYfn,1KmeAvrytHMQTmLe6BeSFekLPVp7gqQYfn,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
14nNBDCYbJKKbNMSVRovSRXkf7UwkAtE1a,14nNBDCYbJKKbNMSVRovSRXkf7UwkAtE1a,,Bitcoin Wallet,5,0.270585,0.276318,0,24,0,0,0.000264
16HkwDfePUNJ6xJ6RVaBN7SbnY6YCGU112,16HkwDfePUNJ6xJ6RVaBN7SbnY6YCGU112,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
1AcJ4Q1nDaGMDbevW4H8DzjZrN6aa4wyEX,1AcJ4Q1nDaGMDbevW4H8DzjZrN6aa4wyEX,,Bitcoin Wallet,4,0.376571,0.4005,120183,1,0,0,0.013388
1EtQsAjfBszWEkZQTnHHy3QCZzpT7vGYts,1EtQsAjfBszWEkZQTnHHy3QCZzpT7vGYts,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
19nm13jbPKr5MtE8PL5aCb7spKyYMHAM2c,19nm13jbPKr5MtE8PL5aCb7spKyYMHAM2c,,Bitcoin Wallet,4,0.369041,0.382438,6195,2,0,0,0.000922
15zHFnSH1mu9qmbRdGVvRxDUZ9fzMD2RbY,15zHFnSH1mu9qmbRdGVvRxDUZ9fzMD2RbY,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1FPTMxaVqwor2tpaCR3pisg8ZPBsr9kjgm,1FPTMxaVqwor2tpaCR3pisg8ZPBsr9kjgm,,Bitcoin Wallet,5,0.278459,0.289381,0,8,0,0,0.00026
12hNc2JMr2kL58bgRZyVnFYaz4uWg2bu1L,12hNc2JMr2kL58bgRZyVnFYaz4uWg2bu1L,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
1MMudnNVQuK97i1ZtMDJazrWS6sMoHqUgV,1MMudnNVQuK97i1ZtMDJazrWS6sMoHqUgV,,Bitcoin Wallet,5,0.273594,0.281398,0,1,0,0,0.000262
1DfvbuKus7sGBrq42kwKwCcsr4AV6ycwKS,1DfvbuKus7sGBrq42kwKwCcsr4AV6ycwKS,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
13k9MMVHLCyGZWnQgyHrBVyvaeMybDWayx,13k9MMVHLCyGZWnQgyHrBVyvaeMybDWayx,,Bitcoin Wallet,5,0.278459,0.289381,0,8,0,0,0.00026
19WcoG594aQSBPXS1NWeJYwrFoYLVe3aVU,19WcoG594aQSBPXS1NWeJYwrFoYLVe3aVU,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1LgTy4dgHT21FwYAGsHcZKNzmoSv6ndodY,1LgTy4dgHT21FwYAGsHcZKNzmoSv6ndodY,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1BomFcMhJW2xkTg27rm9j3rkn6z7CxmMNp,1BomFcMhJW2xkTg27rm9j3rkn6z7CxmMNp,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1EkstnKkEpBypqVM3aeX53J7jyKqUHv6Px,1EkstnKkEpBypqVM3aeX53J7jyKqUHv6Px,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1K7eeuDGupBBQaGYuyCH6zUKd1soWCs5B1,1K7eeuDGupBBQaGYuyCH6zUKd1soWCs5B1,,Bitcoin Wallet,4,0.368646,0.381471,0,11,0,0,0.000238
18du2wCRpEZrAjgZ6BVudade4rvJbxBTTH,18du2wCRpEZrAjgZ6BVudade4rvJbxBTTH,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
12dcdKPhPMmKCdxa62ig4kvPpAaw8biQY3,12dcdKPhPMmKCdxa62ig4kvPpAaw8biQY3,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1PVKdpV3pwgyHZuqp7P2ChHHhQqJzjYp8r,1PVKdpV3pwgyHZuqp7P2ChHHhQqJzjYp8r,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1LLbtbtCDWXKAgnWdfh28VqNKa51fAGtPh,1LLbtbtCDWXKAgnWdfh28VqNKa51fAGtPh,,Bitcoin Wallet,5,0.278459,0.289381,0,8,0,0,0.00026
1DjqvZ99uwrYKRmUTGUoFVcxKdjW8Zoqzg,1DjqvZ99uwrYKRmUTGUoFVcxKdjW8Zoqzg,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
1JHaoDc2sdadJboJEVJta8gsDbo8kpZ7c1,1JHaoDc2sdadJboJEVJta8gsDbo8kpZ7c1,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
181u6sgx6ZPu1HmFmjirFfgeuEYHVsLBky,181u6sgx6ZPu1HmFmjirFfgeuEYHVsLBky,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1LosAarQZDro3VCu23SvemdcMSw4LvB2Yo,1LosAarQZDro3VCu23SvemdcMSw4LvB2Yo,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
14XoCPo9shmCuQFSrSavxKuU4enRdRjqvq,14XoCPo9shmCuQFSrSavxKuU4enRdRjqvq,,Bitcoin Wallet,5,0.269527,0.274504,0,109,0,0,0.00027
1BDPbyU9bEgBKYn3MzSqSE7XpfgrG84Ndr,1BDPbyU9bEgBKYn3MzSqSE7XpfgrG84Ndr,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1A8b2oFyXkMsGNuqgBgexhRjSHZVtVNRUK,1A8b2oFyXkMsGNuqgBgexhRjSHZVtVNRUK,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
3MbEd738Nw7JhdKoMcMdyzcg2oA2n5nz1U,3MbEd738Nw7JhdKoMcMdyzcg2oA2n5nz1U,,Bitcoin Wallet,5,0.278459,0.289381,0,8,0,0,0.00026
157yuyQoiLfkxyRaZAFQReVNjeGdwPwccM,157yuyQoiLfkxyRaZAFQReVNjeGdwPwccM,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
3HLHuYsWZLDsTJAkbiNfBbAGS8ED3FBhDz,3HLHuYsWZLDsTJAkbiNfBbAGS8ED3FBhDz,,Bitcoin Wallet,4,0.368646,0.381471,0,11,0,0,0.000238
1Ei2qXUotsAFZfCDSWkCbSS3g3Yw3P4zQc,1Ei2qXUotsAFZfCDSWkCbSS3g3Yw3P4zQc,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1Nf8vwtBLZThSHvv6YLSoFBShxvG9mWFDw,1Nf8vwtBLZThSHvv6YLSoFBShxvG9mWFDw,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
16dTsh14D3msU8XhMsL3QzX4E1zN3KwyXv,16dTsh14D3msU8XhMsL3QzX4E1zN3KwyXv,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1EwddFu3jjJaUwXFZvdkbzpvogHLjgbRFX,1EwddFu3jjJaUwXFZvdkbzpvogHLjgbRFX,,Bitcoin Wallet,5,0.278459,0.289381,0,8,0,0,0.00026
1DVYGgZ9UswQ4UxVtUrGsWWLVV5HQBTeWw,1DVYGgZ9UswQ4UxVtUrGsWWLVV5HQBTeWw,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1KjsDQYyNSJo6bBTPgNT2sUB5MMujQtSL9,1KjsDQYyNSJo6bBTPgNT2sUB5MMujQtSL9,,Bitcoin Wallet,5,0.269738,0.274867,0,6,0,0,0.000267
13ZeCYzV1vKuqEpwPkWs5fn5TLNgTFy4Ev,13ZeCYzV1vKuqEpwPkWs5fn5TLNgTFy4Ev,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1Nmgt13Gpsr7qhxLrmb7MDzuAMzHM6Wq7H,1Nmgt13Gpsr7qhxLrmb7MDzuAMzHM6Wq7H,,Bitcoin Wallet,5,0.276152,0.285631,0,12,0,0,0.000261
1CWD7HSD4bRCLGcb9rEU9WZxGYLUPvvUin,1CWD7HSD4bRCLGcb9rEU9WZxGYLUPvvUin,,Bitcoin Wallet,5,0.279589,0.291195,0,0,0,0,0.000252
1DPom3MG2NUbEvaTcViBXAWdHfLrAzTCUa,1DPom3MG2NUbEvaTcViBXAWdHfLrAzTCUa,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1EWsPqhUDKmxmuhZnrNngqYEbgrXkcmh7b,1EWsPqhUDKmxmuhZnrNngqYEbgrXkcmh7b,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
34GG6DiDJJyZ5unWm3hbtvJszGXreYB92F,34GG6DiDJJyZ5unWm3hbtvJszGXreYB92F,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
13vMMhbPZMj11RRxXMUYu7fq9M4sWAEhE4,13vMMhbPZMj11RRxXMUYu7fq9M4sWAEhE4,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
14vYA3Qsa4Mt62RR3R2fHhW6KmmsKSY9vp,14vYA3Qsa4Mt62RR3R2fHhW6KmmsKSY9vp,,Bitcoin Wallet,5,0.271295,0.277528,0,14,0,0,0.000259
1LmvVdAJM5arAYJA136fAYrpWHCPz3RWv,1LmvVdAJM5arAYJA136fAYrpWHCPz3RWv,,Bitcoin Wallet,5,0.280423,0.292525,0,71,0,0,0.000261
1LLeWrMspLEqGkskGYxRjbHiLy9GB77Z8f,1LLeWrMspLEqGkskGYxRjbHiLy9GB77Z8f,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1M7Ena5pBi7jFcsa1GvqyzEkVbNvewrePP,1M7Ena5pBi7jFcsa1GvqyzEkVbNvewrePP,,Bitcoin Wallet,5,0.272583,0.279705,0,10,0,0,0.000262
1CfQk5no5dRhMdSL3Ak7yDGk8Bg59C75EU,1CfQk5no5dRhMdSL3Ak7yDGk8Bg59C75EU,,Bitcoin Wallet,5,0.278459,0.289381,0,8,0,0,0.00026
1FKLfzeqiJ2zdBgB8q9DBenDysHFCavpb8,1FKLfzeqiJ2zdBgB8q9DBenDysHFCavpb8,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
16AYFmwEkQmZ5yJasmYbRMdkYfBVnCh1ez,16AYFmwEkQmZ5yJasmYbRMdkYfBVnCh1ez,,Bitcoin Wallet,5,0.278459,0.289381,0,8,0,0,0.00026
1NXCeREmhDpmjTJ6cCjsQBLTZQASqM8BwT,1NXCeREmhDpmjTJ6cCjsQBLTZQASqM8BwT,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
btccoa6hxovddqog.onion,btccoa6hxovddqog.onion,,Hidden Service,5,0.273739,0.281785,0,21,1,1,0.000274
1JYzsHENBTCh36ybPCgXQ3ZqSEA6oFCZVE,1JYzsHENBTCh36ybPCgXQ3ZqSEA6oFCZVE,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
16sVtWbKR8HngaNCCAPnU81jkxnpUnTH9C,16sVtWbKR8HngaNCCAPnU81jkxnpUnTH9C,,Bitcoin Wallet,4,0.368778,0.381793,2066,11,0,0,0.000468
1AgPba1zwWN7PoaWTxqS1qmGX33zpNBMKC,1AgPba1zwWN7PoaWTxqS1qmGX33zpNBMKC,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
1Pi8ihirQ5yqTXBs5R1PDhsgoRHhRAuCZ8,1Pi8ihirQ5yqTXBs5R1PDhsgoRHhRAuCZ8,,Bitcoin Wallet,5,0.269456,0.274383,0,11,0,0,0.000272
